Timeline,Start time,Duration,Row,Instance number,#0 LaBaron Philon,#15 Noah Williamson,#22 Aiden Sherrell,#31 Jack Fagan,#32 Jacob Martin,#34 Collins Onyejiaka,#4 Davion Hannah,#5 Amari Allen,#6 London Jemison,#7 Taylor Bol Bowen,#95 Houston Mallette,2FG (Defenders),2FG (Dribble),2FG (Feet),2FG (Hands),2FG (PA),2FG (RA),2FG (Type),2FG Scheme (Attack),2FG Scheme (Drive),2FG Scheme (Pass),3FG (Balance),3FG (Contest),3FG (Footwork),3FG (Line),3FG (Move),3FG (Pocket),3FG (Shrink),3FG (Type),3FG Scheme (Attack),3FG Scheme (Drive),3FG Scheme (Pass),ACTION,ATO Plays,Assist (Defenders),Assist (Feet),Assist (Hand),Assist (Jump),Assist (Paint),Assist Type,COVERAGE,DEFENSIVE LABELS,FT BELOW,GAME,GAME SPLITS,OPP STATS,PAINT TOUCHES,PLAYCALL,PLAYER POSSESSIONS,POSITION,POSSESSION START,POSSESSION TYPE,SERIES,SHOT CLOCK,SHOT CLOCK PT,Shot Location,Shot Possession Type,TEAM,TO (Defenders),TO (Feet),TO (Hand),TO (Jump),TO (Paint),TO LB/DB,TO Scheme,TO Scheme (Attack),TO Scheme (Drive),TO Scheme (Non-Pass),TO Scheme (Pass),TO Type,Ungrouped,Notes,Flags
25_11_03 ALABAMA VS NORTH DAKOTA,247.597291,11,Offense Rebound Opportunities,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"REPORT, vs North Dakota",,,,,,,,,,,,,,,,,,,,,,,,,,,,LAYUP,
25_11_03 ALABAMA VS NORTH DAKOTA,270.2822975,11,Offense Rebound Opportunities,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"REPORT, vs North Dakota",,,,,,,,,,,,,,,,,,,,,,,,,,,,AND 1,
25_11_03 ALABAMA VS NORTH DAKOTA,331.5501218,11,Offense Rebound Opportunities,3,BM +,,,,,,,Off +,,Off -,Off +,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"REPORT, vs North Dakota",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_11_03 ALABAMA VS NORTH DAKOTA,352.6807775,11,Offense Rebound Opportunities,4,,,Off +,,,,,BM -,,Off -,Off -,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"REPORT, vs North Dakota",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_11_03 ALABAMA VS NORTH DAKOTA,402.5711154,11,Offense Rebound Opportunities,5,BM +,,Off -,,,,,Off +,,,Off +,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"REPORT, vs North Dakota",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_11_03 ALABAMA VS NORTH DAKOTA,409.1882599,11,Offense Rebound Opportunities,6,BM +,,Off -,,,,,,Off +,,Off +,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"REPORT, vs North Dakota",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_11_03 ALABAMA VS NORTH DAKOTA,440.2901542,11,Offense Rebound Opportunities,7,BM +,,Off +,,,,,Off +,Off +,,Off +,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"REPORT, vs North Dakota",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_11_03 ALABAMA VS NORTH DAKOTA,483.5806334,11,Offense Rebound Opportunities,8,BM +,,Off +,,,,,Off +,,,Off +,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"REPORT, vs North Dakota",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_11_03 ALABAMA VS NORTH DAKOTA,550.7308215,11,Offense Rebound Opportunities,9,BM +,Off -,,,,,Off +,Off +,Off +,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"REPORT, vs North Dakota",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_11_03 ALABAMA VS NORTH DAKOTA,553.8551455,11,Offense Rebound Opportunities,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"REPORT, vs North Dakota",,,,,,,,,,,,,,,,,,,,,,,,,,,,PUTBACK,
25_11_03 ALABAMA VS NORTH DAKOTA,816.937405,11,Offense Rebound Opportunities,11,BM +,Off +,,,,,Off +,,Off +,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"REPORT, vs North Dakota",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_11_03 ALABAMA VS NORTH DAKOTA,870.8607919,11,Offense Rebound Opportunities,12,BM +,Off +,,,,,Off +,,Off +,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"REPORT, vs North Dakota",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_11_03 ALABAMA VS NORTH DAKOTA,985.8228225,11,Offense Rebound Opportunities,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"REPORT, vs North Dakota",,,,,,,,,,,,,,,,,,,,,,,,,,,,OUT OF BOUNDS,
25_11_03 ALABAMA VS NORTH DAKOTA,1077.00002,11,Offense Rebound Opportunities,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"REPORT, vs North Dakota",,,,,,,,,,,,,,,,,,,,,,,,,,,,DUNK,
25_11_03 ALABAMA VS NORTH DAKOTA,1106.306928,11,Offense Rebound Opportunities,15,BM +,,Off +,,,,Off +,Off +,,Off +,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"REPORT, vs North Dakota",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_11_03 ALABAMA VS NORTH DAKOTA,1132.809733,11,Offense Rebound Opportunities,16,BM +,,Off +,,,,,Off +,,Off -,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"REPORT, vs North Dakota",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_11_03 ALABAMA VS NORTH DAKOTA,1154.7454,11,Offense Rebound Opportunities,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"REPORT, vs North Dakota",,,,,,,,,,,,,,,,,,,,,,,,,,,,LAYUP,
25_11_03 ALABAMA VS NORTH DAKOTA,1192.231851,11,Offense Rebound Opportunities,18,BM +,,Off +,,,,Off +,,,Off +,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"REPORT, vs North Dakota",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_11_03 ALABAMA VS NORTH DAKOTA,1526.688839,11,Offense Rebound Opportunities,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"REPORT, vs North Dakota",,,,,,,,,,,,,,,,,,,,,,,,,,,,TEAM OBOARD,
25_11_03 ALABAMA VS NORTH DAKOTA,1602.664241,11,Offense Rebound Opportunities,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"REPORT, vs North Dakota",,,,,,,,,,,,,,,,,,,,,,,,,,,,LAYUP,
25_11_03 ALABAMA VS NORTH DAKOTA,1636.943276,11,Offense Rebound Opportunities,21,BM +,Off -,,,,,,,Off +,Off +,Off -,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"REPORT, vs North Dakota",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_11_03 ALABAMA VS NORTH DAKOTA,1847.910456,11,Offense Rebound Opportunities,22,,,Off +,,,,Off +,BM +,,,Off +,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"REPORT, vs North Dakota",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_11_03 ALABAMA VS NORTH DAKOTA,2040.323928,11,Offense Rebound Opportunities,23,BM -,,Off +,,,,Off +,,,Off +,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"REPORT, vs North Dakota",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_11_03 ALABAMA VS NORTH DAKOTA,2099.684075,11,Offense Rebound Opportunities,24,BM +,,,,,,Off +,Off +,,,Off +,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"REPORT, vs North Dakota",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_11_03 ALABAMA VS NORTH DAKOTA,2167.243248,11,Offense Rebound Opportunities,25,,,Off +,,,,Off -,BM -,,,Off +,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"REPORT, vs North Dakota",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_11_03 ALABAMA VS NORTH DAKOTA,2188.887846,11,Offense Rebound Opportunities,26,BM -,,Off +,,,,Off +,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"REPORT, vs North Dakota",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_11_03 ALABAMA VS NORTH DAKOTA,2526.338551,11,Offense Rebound Opportunities,27,BM +,Off +,,,,,,Off -,,,Off +,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"REPORT, vs North Dakota",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_11_03 ALABAMA VS NORTH DAKOTA,2539.66373,11,Offense Rebound Opportunities,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"REPORT, vs North Dakota",,,,,,,,,,,,,,,,,,,,,,,,,,,,LAYUP,
25_11_03 ALABAMA VS NORTH DAKOTA,2579.473055,11,Offense Rebound Opportunities,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"REPORT, vs North Dakota",,,,,,,,,,,,,,,,,,,,,,,,,,,,LAYUP,
25_11_03 ALABAMA VS NORTH DAKOTA,2619.440091,11,Offense Rebound Opportunities,30,BM +,Off +,,,,,,,Off +,,Off +,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"REPORT, vs North Dakota",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_11_03 ALABAMA VS NORTH DAKOTA,3877.420275,11,Offense Rebound Opportunities,31,,,Off +,,,,,Off -,,Off +,Off +,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"REPORT, vs North Dakota",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_11_03 ALABAMA VS NORTH DAKOTA,3902.810889,11,Offense Rebound Opportunities,32,,,Off +,,,,,BM +,,Off +,Off +,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"REPORT, vs North Dakota",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_11_03 ALABAMA VS NORTH DAKOTA,3905.050535,11,Offense Rebound Opportunities,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"REPORT, vs North Dakota",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_11_03 ALABAMA VS NORTH DAKOTA,3923.024033,11,Offense Rebound Opportunities,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"REPORT, vs North Dakota",,,,,,,,,,,,,,,,,,,,,,,,,,,,DUNK,
25_11_03 ALABAMA VS NORTH DAKOTA,3994.377302,11,Offense Rebound Opportunities,35,BM +,,,,,,,Off -,Off +,,Off +,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"REPORT, vs North Dakota",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_11_03 ALABAMA VS NORTH DAKOTA,3996.851022,11,Offense Rebound Opportunities,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"REPORT, vs North Dakota",,,,,,,,,,,,,,,,,,,,,,,,,,,,PUTBACK,
25_11_03 ALABAMA VS NORTH DAKOTA,4016.513335,11,Offense Rebound Opportunities,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"REPORT, vs North Dakota",,,,,,,,,,,,,,,,,,,,,,,,,,,,AND 1,
25_11_03 ALABAMA VS NORTH DAKOTA,4315.865345,11,Offense Rebound Opportunities,38,BM +,,Off +,,,,,Off -,Off +,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"REPORT, vs North Dakota",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_11_03 ALABAMA VS NORTH DAKOTA,4384.720341,11,Offense Rebound Opportunities,39,BM -,,Off +,,,,Off +,Off +,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"REPORT, vs North Dakota",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_11_03 ALABAMA VS NORTH DAKOTA,4666.093494,11,Offense Rebound Opportunities,40,,,,,,,Off +,BM +,Off +,,Off +,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"REPORT, vs North Dakota",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_11_03 ALABAMA VS NORTH DAKOTA,5019.806579,11,Offense Rebound Opportunities,41,,Off +,,,,,,BM +,,Off +,Off +,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"REPORT, vs North Dakota",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_11_03 ALABAMA VS NORTH DAKOTA,5037.909167,11,Offense Rebound Opportunities,42,,Off -,,,,,,BM -,Off -,,Off +,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"REPORT, vs North Dakota",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_11_03 ALABAMA VS NORTH DAKOTA,5117.345834,11,Offense Rebound Opportunities,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"REPORT, vs North Dakota",,,,,,,,,,,,,,,,,,,,,,,,,,,,AND 1,
25_11_03 ALABAMA VS NORTH DAKOTA,5332.842576,11,Offense Rebound Opportunities,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"REPORT, vs North Dakota",,,,,,,,,,,,,,,,,,,,,,,,,,,,LAYUP,
25_11_03 ALABAMA VS NORTH DAKOTA,5433.547228,11,Offense Rebound Opportunities,45,,,Off +,,,,Off +,BM +,,,Off +,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"REPORT, vs North Dakota",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_11_03 ALABAMA VS NORTH DAKOTA,5456.608907,11,Offense Rebound Opportunities,46,BM -,,Off +,,,,,Off -,,,Off -,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"REPORT, vs North Dakota",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_11_03 ALABAMA VS NORTH DAKOTA,5516.492819,11,Offense Rebound Opportunities,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"REPORT, vs North Dakota",,,,,,,,,,,,,,,,,,,,,,,,,,,,LAYUP,
25_11_03 ALABAMA VS NORTH DAKOTA,5550.168776,11,Offense Rebound Opportunities,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"REPORT, vs North Dakota",,,,,,,,,,,,,,,,,,,,,,,,,,,,LAYUP,
25_11_03 ALABAMA VS NORTH DAKOTA,5586.777926,11,Offense Rebound Opportunities,49,BM -,,Off +,,,,,Off +,,,Off +,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"REPORT, vs North Dakota",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_11_03 ALABAMA VS NORTH DAKOTA,5941.244952,11,Offense Rebound Opportunities,50,BM -,,,,,Off +,Off +,,,Off +,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"REPORT, vs North Dakota",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_11_03 ALABAMA VS NORTH DAKOTA,5995.639598,11,Offense Rebound Opportunities,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"REPORT, vs North Dakota",,,,,,,,,,,,,,,,,,,,,,,,,,,,LAYUP,
25_11_03 ALABAMA VS NORTH DAKOTA,6091.764837,11,Offense Rebound Opportunities,52,BM +,,,,,,,Off +,"Off +, Off +",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"REPORT, vs North Dakota",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_11_03 ALABAMA VS NORTH DAKOTA,6271.184339,11,Offense Rebound Opportunities,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"REPORT, vs North Dakota",,,,,,,,,,,,,,,,,,,,,,,,,,,,AND 1,
25_11_03 ALABAMA VS NORTH DAKOTA,6577.513788,11,Offense Rebound Opportunities,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"REPORT, vs North Dakota",,,,,,,,,,,,,,,,,,,,,,,,,,,,DUNK,
25_11_03 ALABAMA VS NORTH DAKOTA,6649.816108,11,Offense Rebound Opportunities,55,,Off +,,,,,Off +,BM +,Off +,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"REPORT, vs North Dakota",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_11_03 ALABAMA VS NORTH DAKOTA,6792.779057,11,Offense Rebound Opportunities,56,,,,,,Off +,Off +,BM +,Off +,,Off +,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"REPORT, vs North Dakota",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_11_03 ALABAMA VS NORTH DAKOTA,6957.493993,11,Offense Rebound Opportunities,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"REPORT, vs North Dakota",,,,,,,,,,,,,,,,,,,,,,,,,,,,DUNK,
25_11_03 ALABAMA VS NORTH DAKOTA,262.4774798,11,Defense Rebound Opportunities,1,Def +,,Def +,,,,,Def +,,Def +,Def +,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_11_03 ALABAMA VS NORTH DAKOTA,320.4058034,11,Defense Rebound Opportunities,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_11_03 ALABAMA VS NORTH DAKOTA,343.5228898,11,Defense Rebound Opportunities,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_11_03 ALABAMA VS NORTH DAKOTA,394.7439613,11,Defense Rebound Opportunities,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_11_03 ALABAMA VS NORTH DAKOTA,425.8126943,11,Defense Rebound Opportunities,5,Def -,,Def +,,,,,Def +,Def +,,Def +,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_11_03 ALABAMA VS NORTH DAKOTA,466.8782157,11,Defense Rebound Opportunities,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_11_03 ALABAMA VS NORTH DAKOTA,505.5585353,11,Defense Rebound Opportunities,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_11_03 ALABAMA VS NORTH DAKOTA,542.2214772,11,Defense Rebound Opportunities,8,Def +,Def +,,,,,Def +,Def -,Def -,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_11_03 ALABAMA VS NORTH DAKOTA,583.9584883,11,Defense Rebound Opportunities,9,Def +,Def -,,,,,Def +,Def +,Def +,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_11_03 ALABAMA VS NORTH DAKOTA,807.6441877,11,Defense Rebound Opportunities,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_11_03 ALABAMA VS NORTH DAKOTA,840.7876195,11,Defense Rebound Opportunities,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_11_03 ALABAMA VS NORTH DAKOTA,897.2216984,11,Defense Rebound Opportunities,12,Def +,Def +,,,,,Def +,,Def +,,Def +,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_11_03 ALABAMA VS NORTH DAKOTA,962.7424957,11,Defense Rebound Opportunities,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_11_03 ALABAMA VS NORTH DAKOTA,1031.320325,11,Defense Rebound Opportunities,14,,,Def +,,,,Def +,Def +,Def +,Def +,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_11_03 ALABAMA VS NORTH DAKOTA,1097.361431,11,Defense Rebound Opportunities,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_11_03 ALABAMA VS NORTH DAKOTA,1145.616722,11,Defense Rebound Opportunities,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_11_03 ALABAMA VS NORTH DAKOTA,1179.385337,11,Defense Rebound Opportunities,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_11_03 ALABAMA VS NORTH DAKOTA,1218.313419,11,Defense Rebound Opportunities,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_11_03 ALABAMA VS NORTH DAKOTA,1518.753859,11,Defense Rebound Opportunities,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_11_03 ALABAMA VS NORTH DAKOTA,1582.952126,11,Defense Rebound Opportunities,20,Def -,Def -,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_11_03 ALABAMA VS NORTH DAKOTA,1589.616055,11,Defense Rebound Opportunities,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_11_03 ALABAMA VS NORTH DAKOTA,1623.354583,11,Defense Rebound Opportunities,22,Def +,Def +,,,,,,,Def -,Def +,Def +,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_11_03 ALABAMA VS NORTH DAKOTA,1659.376778,11,Defense Rebound Opportunities,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_11_03 ALABAMA VS NORTH DAKOTA,2022.170887,11,Defense Rebound Opportunities,24,Def -,,Def +,,,,Def +,Def +,,Def +,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_11_03 ALABAMA VS NORTH DAKOTA,2123.216665,11,Defense Rebound Opportunities,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_11_03 ALABAMA VS NORTH DAKOTA,2213.670763,11,Defense Rebound Opportunities,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_11_03 ALABAMA VS NORTH DAKOTA,2426.756913,11,Defense Rebound Opportunities,27,,Def +,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_11_03 ALABAMA VS NORTH DAKOTA,2531.960235,11,Defense Rebound Opportunities,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_11_03 ALABAMA VS NORTH DAKOTA,2554.035553,11,Defense Rebound Opportunities,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_11_03 ALABAMA VS NORTH DAKOTA,2607.439382,11,Defense Rebound Opportunities,30,Def -,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_11_03 ALABAMA VS NORTH DAKOTA,2760.538074,11,Defense Rebound Opportunities,31,,,,,,Def +,Def -,Def -,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_11_03 ALABAMA VS NORTH DAKOTA,3802.941882,11,Defense Rebound Opportunities,32,Def -,,Def +,,,,,Def +,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_11_03 ALABAMA VS NORTH DAKOTA,3871.368206,11,Defense Rebound Opportunities,33,Def +,,Def -,,,,,Def +,,,Def -,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_11_03 ALABAMA VS NORTH DAKOTA,3893.243174,11,Defense Rebound Opportunities,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_11_03 ALABAMA VS NORTH DAKOTA,3947.91205,11,Defense Rebound Opportunities,35,Def -,,Def +,,,,,Def +,,Def +,Def +,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_11_03 ALABAMA VS NORTH DAKOTA,4281.796545,11,Defense Rebound Opportunities,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_11_03 ALABAMA VS NORTH DAKOTA,4333.171747,11,Defense Rebound Opportunities,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_11_03 ALABAMA VS NORTH DAKOTA,4338.954222,11,Defense Rebound Opportunities,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_11_03 ALABAMA VS NORTH DAKOTA,4373.3732,11,Defense Rebound Opportunities,39,,,,,,,Def +,,Def +,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_11_03 ALABAMA VS NORTH DAKOTA,4569.785234,11,Defense Rebound Opportunities,40,,Def +,,,,,Def -,Def +,Def +,,Def +,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
