Timeline,Start time,Duration,Row,Instance number,#0 LaBaron Philon,#1 Mark Sears,#10 Mo Dioubate,#11 Cliff Omoruyi,#15 Jarin Stevenson,#2 Aden Holloway,#22 Aiden Sherrell,#35 Derrion Reid,#4 Grant Nelson,#45 Max Scharnowski,#8 Chris Youngblood,#95 Houston Mallette,-,2FG (Defenders),2FG (Dribble),2FG (Feet),2FG (Hands),2FG (Other),2FG (PA),2FG (RA),2FG (Type),2FG Scheme (Attack),2FG Scheme (Drive),2FG Scheme (Pass),3&#x27;s GIVEN UP,3FG (Contest),3FG (Footwork),3FG (Good/Bad),3FG (Line),3FG (Move),3FG (Pocket),3FG (Shrink),3FG (Type),3FG Scheme (Attack),3FG Scheme (Drive),3FG Scheme (Pass),ATR GIVEN UP,Assist (Defenders),Assist (Feet),Assist (Hand),Assist (Jump),Assist (Paint),Assist Type,GAME,GAME SPLITS,OPP STATS,PAINT TOUCHES,PLAYCALL,PLAYER POSSESSIONS,POSITION,POSSESSION START,POSSESSION TYPE,READ,SERIES,SHOT CLOCK,SHOT CLOCK PT,Shot Location,Shot Possession Type,TEAM,TERM,TO (Defenders),TO (Feet),TO (Hand),TO (Jump),TO (Paint),TO LB/DB,TO Scheme,TO Scheme (Attack),TO Scheme (Drive),TO Scheme (Non-Pass),TO Scheme (Pass),TO Type,Ungrouped,Notes,Flags
25_01_14 ALABAMA VS OLE MISS,6098.517378079,9.0,Opponent Blue Collar Plays,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"vs Ole Miss, Conference, REPORT","2nd Half, 12:00 - 8:00",Block,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_01_14 ALABAMA VS OLE MISS,6099.903651752001,9.0,Opponent Blue Collar Plays,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"vs Ole Miss, Conference, REPORT","2nd Half, 12:00 - 8:00",Def Reb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_01_14 ALABAMA VS OLE MISS,6100.412634068,9.0,Opponent Blue Collar Plays,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"vs Ole Miss, Conference, REPORT","2nd Half, 12:00 - 8:00",Misc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_01_14 ALABAMA VS OLE MISS,6136.451059735,9.0,Opponent Blue Collar Plays,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"vs Ole Miss, Conference, REPORT","2nd Half, 12:00 - 8:00",Def Reb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_01_14 ALABAMA VS OLE MISS,6217.527853052,9.0,Opponent Blue Collar Plays,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"vs Ole Miss, Conference, REPORT","2nd Half, 12:00 - 8:00",Block,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_01_14 ALABAMA VS OLE MISS,6803.176528143001,9.0,Opponent Blue Collar Plays,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"vs Ole Miss, Conference, REPORT","2nd Half, 8:00 - 4:00",Def Reb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_01_14 ALABAMA VS OLE MISS,6831.71797942,9.0,Opponent Blue Collar Plays,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"vs Ole Miss, Conference, REPORT","2nd Half, 8:00 - 4:00",Off Reb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_01_14 ALABAMA VS OLE MISS,6867.8083609390005,9.0,Opponent Blue Collar Plays,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"vs Ole Miss, Conference, REPORT","2nd Half, 8:00 - 4:00",Off Reb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_01_14 ALABAMA VS OLE MISS,6927.907259335,9.0,Opponent Blue Collar Plays,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"vs Ole Miss, Conference, REPORT","2nd Half, 8:00 - 4:00",Def Reb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_01_14 ALABAMA VS OLE MISS,7052.984355082001,9.0,Opponent Blue Collar Plays,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"vs Ole Miss, Conference, REPORT","2nd Half, 8:00 - 4:00",Deflection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_01_14 ALABAMA VS OLE MISS,7053.256570023001,9.0,Opponent Blue Collar Plays,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"vs Ole Miss, Conference, REPORT","2nd Half, 8:00 - 4:00",LB / Steal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_01_14 ALABAMA VS OLE MISS,7077.030221033,9.0,Opponent Blue Collar Plays,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"vs Ole Miss, Conference, REPORT","2nd Half, 8:00 - 4:00",Def Reb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_01_14 ALABAMA VS OLE MISS,7107.109742854001,9.0,Opponent Blue Collar Plays,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"vs Ole Miss, Conference, REPORT","2nd Half, 8:00 - 4:00",Reb Tip,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_01_14 ALABAMA VS OLE MISS,7107.720657255,9.0,Opponent Blue Collar Plays,84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"vs Ole Miss, Conference, REPORT","2nd Half, 8:00 - 4:00",Off Reb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_01_14 ALABAMA VS OLE MISS,7497.8981137050005,9.0,Opponent Blue Collar Plays,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"vs Ole Miss, Conference, REPORT","2nd Half, 4:00 - 0:00",Def Reb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_01_14 ALABAMA VS OLE MISS,7532.4328723280005,9.0,Opponent Blue Collar Plays,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"vs Ole Miss, Conference, REPORT","2nd Half, 4:00 - 0:00",Def Reb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_01_14 ALABAMA VS OLE MISS,8302.560341314,9.0,Opponent Blue Collar Plays,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"vs Ole Miss, Conference, REPORT","2nd Half, 4:00 - 0:00",Def Reb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_01_14 ALABAMA VS OLE MISS,8364.643157667,9.0,Opponent Blue Collar Plays,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"vs Ole Miss, Conference, REPORT","2nd Half, 4:00 - 0:00",Def Reb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_01_14 ALABAMA VS OLE MISS,100.567886865,7.598627363999995,Defense,1,"Side, Late",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"vs Ole Miss, Conference, REPORT","1st Half, 20:00 - 16:00","ATR-, Off Reb",1 PT,,"#4 Grant Nelson, #1 Mark Sears, #0 LaBaron Philon, #15 Jarin Stevenson, #11 Cliff Omoruyi",,Steal,Transition,,,:01 - :06,:04 - :06,,Transition SHOT,,,,,,,,,,,,,,,,,
25_01_14 ALABAMA VS OLE MISS,105.166514229,13.426747316000004,Defense,2,,"Front, No Contest",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"vs Ole Miss, Conference, REPORT","1st Half, 20:00 - 16:00",2FG-,0 PT,,"#4 Grant Nelson, #1 Mark Sears, #0 LaBaron Philon, #15 Jarin Stevenson, #11 Cliff Omoruyi",,Off Rebound,"Man, Half Court",,,,N/A,,Half Court SHOT,,,,,,,,,,,,,,,,,
25_01_14 ALABAMA VS OLE MISS,137.617783702,14.391936234000013,Defense,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"vs Ole Miss, Conference, REPORT","1st Half, 20:00 - 16:00",Turnover,0 PT,,"#4 Grant Nelson, #1 Mark Sears, #0 LaBaron Philon, #15 Jarin Stevenson, #11 Cliff Omoruyi",,Deadball,"Man, Half Court",,,:13 - :18,N/A,,Half Court SHOT,,,,,,,,,,,,,,,,,
25_01_14 ALABAMA VS OLE MISS,173.442645977,8.528094777999996,Defense,4,,,,,"Behind, Late",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Transition ATR,,,,,,,"vs Ole Miss, Conference, REPORT","1st Half, 20:00 - 16:00","ATR+, Assist",2 PT,,"#4 Grant Nelson, #1 Mark Sears, #0 LaBaron Philon, #15 Jarin Stevenson, #11 Cliff Omoruyi",,Steal,Transition,,,:01 - :06,:04 - :06,,Transition SHOT,,,,,,,,,,,,,,,,,
25_01_14 ALABAMA VS OLE MISS,251.191336094,18.854738838999992,Defense,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"vs Ole Miss, Conference, REPORT","1st Half, 20:00 - 16:00",Turnover,0 PT,,"#8 Chris Youngblood, #1 Mark Sears, #0 LaBaron Philon, #15 Jarin Stevenson, #11 Cliff Omoruyi",,Made FG,"Man, Half Court",,,:07 - :12,N/A,,Half Court SHOT,,,,,,,,,,,,,,,,,
25_01_14 ALABAMA VS OLE MISS,299.05294348,16.325399360999995,Defense,6,,"Side, Late",,,,,,,,,,,,,,,,,,,,,,,Screening Action,,,,,,,,,,,,,,,,,,,"vs Ole Miss, Conference, REPORT","1st Half, 20:00 - 16:00",3FG-,0 PT,,"#8 Chris Youngblood, #1 Mark Sears, #0 LaBaron Philon, #15 Jarin Stevenson, #11 Cliff Omoruyi",,Made FG,"Man, Half Court",,,:13 - :18,N/A,,Half Court SHOT,,,,,,,,,,,,,,,,,
25_01_14 ALABAMA VS OLE MISS,351.593798568,31.932062814999995,Defense,7,,,,"Bump +, Front, Contest",,,,,,,,,,,,,,,,,,,,,PnR Driver,,,,,,,,,,,,,,,,,,,"vs Ole Miss, Conference, REPORT","1st Half, 20:00 - 16:00",3FG-,1 PT,,"#8 Chris Youngblood, #1 Mark Sears, #0 LaBaron Philon, #15 Jarin Stevenson, #11 Cliff Omoruyi",,Deadball,"Man, Half Court",,,:25 - :30,:16+,,Half Court SHOT,,,,,,,,,,,,,,,,,
25_01_14 ALABAMA VS OLE MISS,421.794171518,20.486471886999993,Defense,8,"Front, Late",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"vs Ole Miss, Conference, REPORT","1st Half, 20:00 - 16:00",2FG-,0 PT,,"#8 Chris Youngblood, #1 Mark Sears, #0 LaBaron Philon, #15 Jarin Stevenson, #10 Mo Dioubate",,Deadball,"Man, Half Court",,,:13 - :18,N/A,,Half Court SHOT,,,,,,,,,,,,,,,,,
25_01_14 ALABAMA VS OLE MISS,493.145440136,18.694481725999992,Defense,9,,"Bump -, Side, Contest",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Contested Drive,,,,,,,"vs Ole Miss, Conference, REPORT","1st Half, 20:00 - 16:00",ATR-,1 PT,,"#8 Chris Youngblood, #1 Mark Sears, #0 LaBaron Philon, #15 Jarin Stevenson, #10 Mo Dioubate",,Missed FG,"Man, Half Court",,,:13 - :18,:16+,,Half Court SHOT,,,,,,,,,,,,,,,,,
25_01_14 ALABAMA VS OLE MISS,756.371337208,12.03683205499999,Defense,10,,,,,"Front, Contest",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Transition ATR,,,,,,,"vs Ole Miss, Conference, REPORT","1st Half, 16:00 - 12:00","ATR+, Assist",1 PT,,"#8 Chris Youngblood, #1 Mark Sears, #2 Aden Holloway, #15 Jarin Stevenson, #10 Mo Dioubate",,Steal,Transition,,,:07 - :12,:04 - :06,,Transition SHOT,,,,,,,,,,,,,,,,,
25_01_14 ALABAMA VS OLE MISS,772.385423312,10.7331070030001,Defense,11,,,,,,,,,,,,,,,,,,,,,,,,,Transition 3,,,,,,,,,,,,,,,,,,,"vs Ole Miss, Conference, REPORT","1st Half, 16:00 - 12:00","3FG+, Assist",0 PT,,"#8 Chris Youngblood, #1 Mark Sears, #2 Aden Holloway, #15 Jarin Stevenson, #10 Mo Dioubate",,Steal,Transition,,,:07 - :12,N/A,,Transition SHOT,,,,,,,,,,,,,,,,,
25_01_14 ALABAMA VS OLE MISS,792.024869631,23.327743131000034,Defense,12,,,,,"Bump +, Front, No Contest",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"vs Ole Miss, Conference, REPORT","1st Half, 16:00 - 12:00",2FG-,0 PT,,"#8 Chris Youngblood, #1 Mark Sears, #2 Aden Holloway, #15 Jarin Stevenson, #10 Mo Dioubate",,Made FG,"Man, Half Court",,,:13 - :18,N/A,,Half Court SHOT,,,,,,,,,,,,,,,,,
25_01_14 ALABAMA VS OLE MISS,846.770570148,10.083655507000003,Defense,13,,,,,,Foul By,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"vs Ole Miss, Conference, REPORT","1st Half, 16:00 - 12:00","ATR+, ATRF, FT+",1 PT,,"#8 Chris Youngblood, #1 Mark Sears, #2 Aden Holloway, #4 Grant Nelson, #22 Aiden Sherrell",,Missed FG,Transition,,,:01 - :06,:04 - :06,,Transition SHOT,Foul,,,,,,,,,,,,,,,,
25_01_14 ALABAMA VS OLE MISS,926.650731415,10.521327209999981,Defense,14,,"Side, Contest",,,,,,,,,,,,,,,,,,,,,,,Transition 3,,,,,,,,,,,,,,,,,,,"vs Ole Miss, Conference, REPORT","1st Half, 16:00 - 12:00",3FG-,0 PT,,"#8 Chris Youngblood, #1 Mark Sears, #2 Aden Holloway, #4 Grant Nelson, #22 Aiden Sherrell",,Made FG,Transition,,,:01 - :06,N/A,,Transition SHOT,,,,,,,,,,,,,,,,,
25_01_14 ALABAMA VS OLE MISS,943.766829821,13.743698080000058,Defense,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"vs Ole Miss, Conference, REPORT","1st Half, 16:00 - 12:00",Turnover,0 PT,,"#8 Chris Youngblood, #1 Mark Sears, #2 Aden Holloway, #4 Grant Nelson, #22 Aiden Sherrell",,Missed FG,"Man, Half Court",,,:07 - :12,N/A,,Half Court SHOT,,,,,,,,,,,,,,,,,
25_01_14 ALABAMA VS OLE MISS,991.238133135,18.658918435000032,Defense,16,,,,,,,,,"Bump +, Front, Contest",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"vs Ole Miss, Conference, REPORT","1st Half, 16:00 - 12:00","2FG-, Off Reb",1 PT,,"#8 Chris Youngblood, #1 Mark Sears, #2 Aden Holloway, #4 Grant Nelson, #11 Cliff Omoruyi",,Made FG,"Man, Half Court",,,:13 - :18,:13 - :15,,Half Court SHOT,,,,,,,,,,,,,,,,,
25_01_14 ALABAMA VS OLE MISS,1006.89705157,6.502256708000004,Defense,17,,,,Foul By,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"vs Ole Miss, Conference, REPORT","1st Half, 16:00 - 12:00",,1 PT,,"#8 Chris Youngblood, #1 Mark Sears, #2 Aden Holloway, #4 Grant Nelson, #11 Cliff Omoruyi",,Off Rebound,"OREB Putback, Half Court",,,:01 - :06,N/A,,Half Court SHOT,"Foul, Neutral",,,,,,,,,,,,,,,,
25_01_14 ALABAMA VS OLE MISS,1026.76962546,14.723121925999976,Defense,18,,,,,,,,,,,"Bump +, Front, Contest",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"vs Ole Miss, Conference, REPORT","1st Half, 16:00 - 12:00",2FG-,0 PT,,"#8 Chris Youngblood, #1 Mark Sears, #2 Aden Holloway, #4 Grant Nelson, #11 Cliff Omoruyi",,Deadball,"UOB, Man, Half Court",,,:07 - :12,N/A,,Half Court SHOT,,,,,,,,,,,,,,,,,
25_01_14 ALABAMA VS OLE MISS,1109.766285097,13.465780731999985,Defense,19,,,,,,,,,"Front, Late",,,,,,,,,,,,,,,,PnR Pop 3,,,,,,,,,,,,,,,,,,,"vs Ole Miss, Conference, REPORT","1st Half, 16:00 - 12:00",3FG-,0 PT,,"#8 Chris Youngblood, #1 Mark Sears, #2 Aden Holloway, #4 Grant Nelson, #11 Cliff Omoruyi",,Made FG,"Man, Half Court",,,:07 - :12,N/A,,Half Court SHOT,,,,,,,,,,,,,,,,,
25_01_14 ALABAMA VS OLE MISS,1527.624839277,17.85708267599989,Defense,20,,,,"Front, No Contest",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PnR Roller,,,,,,,"vs Ole Miss, Conference, REPORT","1st Half, 12:00 - 8:00","ATR+, Assist",2 PT,,"#0 LaBaron Philon, #1 Mark Sears, #2 Aden Holloway, #15 Jarin Stevenson, #11 Cliff Omoruyi",,Missed FG,"Man, Half Court",,,:13 - :18,:13 - :15,,Half Court SHOT,,,,,,,,,,,,,,,,,
25_01_14 ALABAMA VS OLE MISS,1565.076462066,12.86862102100008,Defense,21,,,,"Side, Contest",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PnR Driver,,,,,,,"vs Ole Miss, Conference, REPORT","1st Half, 12:00 - 8:00",ATR+,1 PT,,"#0 LaBaron Philon, #1 Mark Sears, #2 Aden Holloway, #15 Jarin Stevenson, #11 Cliff Omoruyi",,Made FG,"Man, Half Court",,,:07 - :12,:07 - :09,,Half Court SHOT,,,,,,,,,,,,,,,,,
25_01_14 ALABAMA VS OLE MISS,1583.116881013,16.250224145999937,Defense,22,,,,"Front, Contest",,Bump +,,,,,,,,,,,,,,,,,,,Drive and Kick,,,,,,,,,,,,,,,,,,,"vs Ole Miss, Conference, REPORT","1st Half, 12:00 - 8:00",3FG-,1 PT,,"#0 LaBaron Philon, #1 Mark Sears, #2 Aden Holloway, #15 Jarin Stevenson, #11 Cliff Omoruyi",,Missed FG,"Man, Half Court",,,:07 - :12,:07 - :09,,Half Court SHOT,,,,,,,,,,,,,,,,,
25_01_14 ALABAMA VS OLE MISS,1672.003013797,24.72126721199993,Defense,23,,,,"Front, Contest",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"vs Ole Miss, Conference, REPORT","1st Half, 12:00 - 8:00","2FG-, Off Reb",0 PT,,"#0 LaBaron Philon, #1 Mark Sears, #8 Chris Youngblood, #15 Jarin Stevenson, #11 Cliff Omoruyi",,Made FG,"Man, Half Court",,,:19 - :24,N/A,,Half Court SHOT,,,,,,,,,,,,,,,,,
25_01_14 ALABAMA VS OLE MISS,1693.724281009,5.4434982220000165,Defense,24,Foul By,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"vs Ole Miss, Conference, REPORT","1st Half, 12:00 - 8:00",,,,"#0 LaBaron Philon, #1 Mark Sears, #8 Chris Youngblood, #15 Jarin Stevenson, #11 Cliff Omoruyi",,,Garbage,,,,,,,"Foul, Neutral",,,,,,,,,,,,,,,,
25_01_14 ALABAMA VS OLE MISS,1711.304316329,9.417690286000152,Defense,25,,,,,,,,,,,"Side, Contest",,,,,,,,,,,,,,Screening Action,,,,,,,,,,,,,,,,,,,"vs Ole Miss, Conference, REPORT","1st Half, 12:00 - 8:00","3FG+, Assist",0 PT,,"#0 LaBaron Philon, #1 Mark Sears, #8 Chris Youngblood, #15 Jarin Stevenson, #11 Cliff Omoruyi",,Deadball,"UOB, Man, Half Court",,,:13 - :18,N/A,,Half Court SHOT,,,,,,,,,,,,,,,,,
25_01_14 ALABAMA VS OLE MISS,1731.677906746,7.220345887000121,Defense,26,,,,,Foul By,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"vs Ole Miss, Conference, REPORT","1st Half, 12:00 - 8:00",,0 PT,,"#0 LaBaron Philon, #1 Mark Sears, #8 Chris Youngblood, #15 Jarin Stevenson, #11 Cliff Omoruyi",,Missed FG,Transition,,,:01 - :06,N/A,,Transition SHOT,"Foul, Neutral",,,,,,,,,,,,,,,,
25_01_14 ALABAMA VS OLE MISS,1750.607297317,24.83801833199982,Defense,27,,,,"Bump +, Front, Contest",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"vs Ole Miss, Conference, REPORT","1st Half, 12:00 - 8:00",2FG+,1 PT,,"#0 LaBaron Philon, #1 Mark Sears, #8 Chris Youngblood, #15 Jarin Stevenson, #11 Cliff Omoruyi",,Deadball,"Man, Half Court",,,:25 - :30,:16+,Logo,Half Court SHOT,,,,,,,,,,,,,,,,,
25_01_14 ALABAMA VS OLE MISS,1781.124379952,28.524632312999984,Defense,28,,,,"Bump -, Side, No Contest","Front, No Contest",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"vs Ole Miss, Conference, REPORT","1st Half, 12:00 - 8:00",2FG-,1 PT,,"#0 LaBaron Philon, #1 Mark Sears, #8 Chris Youngblood, #15 Jarin Stevenson, #11 Cliff Omoruyi",,Steal,"Man, Half Court",,,:25 - :30,:13 - :15,,Half Court SHOT,,,,,,,,,,,,,,,,,
25_01_14 ALABAMA VS OLE MISS,1870.139288636,21.304872635000038,Defense,29,,,,,,"Bump +, Front, Contest",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"vs Ole Miss, Conference, REPORT","1st Half, 12:00 - 8:00",ATR-,1 PT,,"#2 Aden Holloway, #1 Mark Sears, #8 Chris Youngblood, #10 Mo Dioubate, #22 Aiden Sherrell",,Made FG,"Man, Half Court",,,:13 - :18,:13 - :15,Logo,Half Court SHOT,,,,,,,,,,,,,,,,,
25_01_14 ALABAMA VS OLE MISS,1902.146463607,11.368038233000107,Defense,30,,,,,,,"Front, Contest",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PnR Driver,,,,,,,"vs Ole Miss, Conference, REPORT","1st Half, 12:00 - 8:00",ATR-,1 PT,,"#2 Aden Holloway, #1 Mark Sears, #8 Chris Youngblood, #10 Mo Dioubate, #22 Aiden Sherrell",,Made FG,"Man, Half Court",,,:07 - :12,:07 - :09,,Half Court SHOT,,,,,,,,,,,,,,,,,
25_01_14 ALABAMA VS OLE MISS,1922.822135778,20.05330494099985,Defense,31,,,,,,,"Behind, Contest",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PnR Roller,,,,,,,"vs Ole Miss, Conference, REPORT","1st Half, 12:00 - 8:00","ATR+, Assist",2 PT,,"#2 Aden Holloway, #1 Mark Sears, #8 Chris Youngblood, #10 Mo Dioubate, #22 Aiden Sherrell",,Missed FG,"Man, Half Court",,,:13 - :18,:13 - :15,,Half Court SHOT,,,,,,,,,,,,,,,,,
25_01_14 ALABAMA VS OLE MISS,1952.343084567,16.9167530740001,Defense,32,,,"Front, Contest",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"vs Ole Miss, Conference, REPORT","1st Half, 12:00 - 8:00",2FG+,1 PT,,"#2 Aden Holloway, #1 Mark Sears, #8 Chris Youngblood, #10 Mo Dioubate, #22 Aiden Sherrell",,Missed FG,"Man, Half Court",,,:07 - :12,:10 - :12,Logo,Half Court SHOT,,,,,,,,,,,,,,,,,
25_01_14 ALABAMA VS OLE MISS,2249.678327805,18.262563881999995,Defense,33,,,,,,,,,,,"Front, Contest",,,,,,,,,,,,,,Screening Action,,,,,,,,,,,,,,,,,,,"vs Ole Miss, Conference, REPORT","1st Half, 8:00 - 4:00",3FG-,0 PT,,"#2 Aden Holloway, #0 LaBaron Philon, #8 Chris Youngblood, #10 Mo Dioubate, #4 Grant Nelson",,Deadball,"Man, Half Court",,,:07 - :12,N/A,,Half Court SHOT,,,,,,,,,,,,,,,,,
25_01_14 ALABAMA VS OLE MISS,2274.798169165,25.81901242099957,Defense,34,Bump +,,"Bump +, Front, Contest",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Post Up,,,,,,,"vs Ole Miss, Conference, REPORT","1st Half, 8:00 - 4:00",ATR-,2 PT,,"#2 Aden Holloway, #0 LaBaron Philon, #8 Chris Youngblood, #10 Mo Dioubate, #4 Grant Nelson",,Missed FG,"Man, Half Court",,,:19 - :24,:13 - :15,,Half Court SHOT,,,,,,,,,,,,,,,,,
25_01_14 ALABAMA VS OLE MISS,2333.093238713,25.30609308599969,Defense,35,,,Bump +,,"Bump -, Behind, Contest, Closeout, Blowby",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"vs Ole Miss, Conference, REPORT","1st Half, 8:00 - 4:00",ATR-,1 PT,,"#2 Aden Holloway, #1 Mark Sears, #8 Chris Youngblood, #15 Jarin Stevenson, #10 Mo Dioubate",,Deadball,"Man, Half Court",,,:25 - :30,:16+,,Half Court SHOT,,,,,,,,,,,,,,,,,
25_01_14 ALABAMA VS OLE MISS,2368.377379899,24.83908847800012,Defense,36,,,"Foul By, Bump -, Isolation, Blowby, Behind, Late",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"vs Ole Miss, Conference, REPORT","1st Half, 8:00 - 4:00","ATRF, FT+, FT-",1 PT,,"#2 Aden Holloway, #1 Mark Sears, #8 Chris Youngblood, #15 Jarin Stevenson, #10 Mo Dioubate",,Missed FG,"Man, Half Court",,,:19 - :24,:16+,,Half Court SHOT,Foul,,,,,,,,,,,,,,,,
25_01_14 ALABAMA VS OLE MISS,2492.426408116,27.46926372500002,Defense,37,,,,,,Bump -,,,"Bump -, Behind, No Contest, Blowby, Isolation",,,,,,,,,,,,,,,,,,,,,,,,,,,,Contested Drive,,,,,,,"vs Ole Miss, Conference, REPORT","1st Half, 8:00 - 4:00",ATR+,2 PT,,"#2 Aden Holloway, #1 Mark Sears, #8 Chris Youngblood, #22 Aiden Sherrell, #4 Grant Nelson",,Made FG,"Man, Half Court",,,:19 - :24,:16+,,Half Court SHOT,,,,,,,,,,,,,,,,,
25_01_14 ALABAMA VS OLE MISS,2586.276752071,16.92322423099995,Defense,38,,"Front, Contest",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"vs Ole Miss, Conference, REPORT","1st Half, 8:00 - 4:00",2FG+,0 PT,,"#0 LaBaron Philon, #1 Mark Sears, #8 Chris Youngblood, #15 Jarin Stevenson, #4 Grant Nelson",,Deadball,"Man, Half Court",,,:13 - :18,N/A,,Half Court SHOT,,,,,,,,,,,,,,,,,
25_01_14 ALABAMA VS OLE MISS,2616.168867397,29.801485736999894,Defense,39,,Bump +,,,,,,,"Front, Contest",,,,,,,,,,,,,,,,Isolation 3,,,,,,,,,,,,,,,,,,,"vs Ole Miss, Conference, REPORT","1st Half, 8:00 - 4:00",3FG-,0 PT,,"#0 LaBaron Philon, #1 Mark Sears, #8 Chris Youngblood, #15 Jarin Stevenson, #4 Grant Nelson",,Missed FG,"Man, Half Court",,,:25 - :30,N/A,,Half Court SHOT,,,,,,,,,,,,,,,,,
25_01_14 ALABAMA VS OLE MISS,2884.016220643,22.050008203999823,Defense,40,Foul By,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"vs Ole Miss, Conference, REPORT","1st Half, 4:00 - 0:00",,1 PT,,"#0 LaBaron Philon, #1 Mark Sears, #8 Chris Youngblood, #15 Jarin Stevenson, #4 Grant Nelson",,Made FG,"Man, Half Court",,,:13 - :18,:16+,,Half Court SHOT,"Foul, Neutral",,,,,,,,,,,,,,,,
